name,Result,gpa,lsat,urm,we,day_sent,Sent,complete,UR,JJ,Decision,accepted,we_0,we_1_4,we_5_9,we_10,we_B
Dizzyiz77,Waitlisted,3.88,170,0,1-4 years,,,10/28/2020,,11/12/2020,2/17/2021,0,0,1,0,0,1
djbatman,Rejected,3.87,176,0,5-9 years,,,,,,,0,0,0,1,0,1
DJT304,Rejected,3.6,171,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
dmgplains,Rejected,4.13,171,0,0 years (KJD),0,9/15/2020,9/22/2020,,,2/9/2021,0,1,0,0,0,0
dobbitygoestolawschool,"WL, Rejected - FW",3.79,170,0,5-9 years,41,10/26/2020,,,,7/15/2021,0,0,0,1,0,1
DodoBird,Rejected,3.67,172,0,5-9 years,155,2/17/2021,2/19/2021,,,,0,0,0,1,0,1
DogEnthusiast,Rejected,3.81,171,0,1-4 years,,,11/9/2020,,,2/9/2021,0,0,1,0,0,1
Doggopups,Rejected,3.61,170,0,1-4 years,137,1/30/2021,2/3/2021,,,3/15/2021,0,0,1,0,0,1
dollyparton,Rejected,3.4,165,1,1-4 years,,,11/18/2020,,,1/14/2021,0,0,1,0,0,1
DolphinBoy2,Rejected,3.95,168,0,?,,,,,,,0,,,,,
DonDraper,Rejected,3.87,168,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
dongately,Rejected,3.3,172,0,1-4 years,146,2/8/2021,2/13/2021,,,3/15/2021,0,0,1,0,0,1
DongDimmadomeOwnerOfTheDimmsdaleDongadome,Rejected,3.53,165,1,1-4 years,3,9/18/2020,9/28/2020,9/29/2020,,1/14/2021,0,0,1,0,0,1
DonkeyFart123,"Accepted, Attending",3.84,,0,1-4 years,,,11/12/2020,11/12/2020,1/14/2021,3/22/2021,1,0,1,0,0,1
donnerdog123,Accepted,3.96,176,0,1-4 years,47,11/1/2020,,,12/10/2020,1/11/2021,1,0,1,0,0,1
DontBeALawyer,Rejected,3.54,172,0,5-9 years,73,11/27/2020,12/8/2020,12/8/2020,,1/14/2021,0,0,0,1,0,1
DonutBoy,Accepted,4,176,0,0 years (KJD),,,,,,2/16/2021,1,1,0,0,0,0
Doodlebob,"WL, Withdrawn",3.96,175,0,0 years (KJD),15,9/30/2020,,,,2/26/2021,0,1,0,0,0,0
DoorBeetle,"WL, Rejected - IS",3.87,175,0,10+ years,,,9/28/2020,,,5/18/2021,0,0,0,0,1,1
doublesplitter,Rejected,3.56,168,0,1-4 years,,,11/12/2020,,,1/14/2021,0,0,1,0,0,1
DrabPlasticWolf,Waitlisted,4.13,173,0,1-4 years,33,10/18/2020,10/21/2020,10/21/2020,,3/12/2021,0,0,1,0,0,1
dragonWarriorPo,Rejected,3.91,171,0,1-4 years,0,9/15/2020,,,,3/15/2021,0,0,1,0,0,1
DRAVHEN,"Accepted, Withdrawn",3.87,177,0,0 years (KJD),5,9/20/2020,9/29/2020,9/29/2020,11/5/2020,2/16/2021,1,1,0,0,0,0
drbashir-ipresume,Rejected,3.73,172,0,5-9 years,,,,,,,0,0,0,1,0,1
DrearyDangerousSillyGoose,Rejected,3.88,175,0,0 years (KJD),92,12/16/2020,12/18/2020,,,2/9/2021,0,1,0,0,0,0
DropoutBear,Rejected,3.96,169,0,0 years (KJD),87,12/11/2020,12/16/2020,,,2/9/2021,0,1,0,0,0,0
drowningfishies69,Rejected,,,0,0 years (KJD),113,1/6/2021,1/14/2021,,,2/9/2021,0,1,0,0,0,0
DryHesitantEchidna,Waitlisted,,,0,?,,,,,,,0,,,,,
DtownLbrown06,Rejected,3.77,172,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
DukeofGuthries,Rejected,3.6,173,0,1-4 years,,,,,,,0,0,1,0,0,1
DuLancer,Rejected,3.9,162,1,1-4 years,,,,,,,0,0,1,0,0,1
DullBlackUakari,Rejected,3.95,173,0,1-4 years,,,1/27/2021,,,,0,0,1,0,0,1
DustyObsequiousCrocodile,Rejected,3.77,171,0,0 years (KJD),33,10/18/2020,,,,1/14/2021,0,1,0,0,0,0
DynamicLaser,Rejected,3.79,163,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
DysenteryGary,Rejected,3.56,169,1,1-4 years,,,12/9/2020,12/9/2020,,2/9/2021,0,0,1,0,0,1
EagerBeaver19,Rejected,3.65,171,0,1-4 years,27,10/12/2020,10/16/2020,,,1/14/2021,0,0,1,0,0,1
EagerGlossyBaboon,Accepted,3.86,180,0,1-4 years,,,,,,2/16/2021,1,0,1,0,0,1
EagerRudeParadise,Rejected,3.93,173,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
EAlzner,Rejected,3.96,177,0,0 years (KJD),,,,,,,0,1,0,0,0,0
EarlyPricklyGorilla,Rejected,3.95,,0,5-9 years,83,12/7/2020,12/11/2020,,,3/15/2021,0,0,0,1,0,1
EarsplittingBrainyMalamute,Rejected,4.1,177,0,0 years (KJD),,,,,,,0,1,0,0,0,0
EarthseedPls,Rejected - FW,3.7,169,1,1-4 years,76,11/30/2020,12/8/2020,12/8/2020,,3/15/2021,0,0,1,0,0,1
EBITDuh,Rejected,3.87,162,0,1-4 years,,,,,,,0,0,1,0,0,1
ec10,Accepted,4,,0,1-4 years,,,,,,,1,0,1,0,0,1
EchoLimaPapa,"Accepted, Attending",3.75,174,0,1-4 years,45,10/30/2020,11/12/2020,,3/4/2021,3/22/2021,1,0,1,0,0,1
ecsoup12345,Rejected,3.56,174,0,1-4 years,50,11/4/2020,11/10/2020,,,3/2/2021,0,0,1,0,0,1
edelgardseagles,Rejected,3.93,169,0,0 years (KJD),0,9/15/2020,9/17/2020,,,1/14/2021,0,1,0,0,0,0
EfficaciousGroovyMule,Rejected - FW,3.95,168,0,0 years (KJD),71,11/25/2020,11/30/2020,,,1/14/2021,0,1,0,0,0,0
ege7,Rejected,3.6,178,0,1-4 years,1,9/16/2020,9/23/2020,,,3/2/2021,0,0,1,0,0,1
egs3333,Rejected,3.92,169,0,1-4 years,,,,,,,0,0,1,0,0,1
ElasticOceanicServal,Rejected,3.2,175,0,1-4 years,30,10/15/2020,,,,,0,0,1,0,0,1
ElderlyFanaticalWrasse,Rejected,,,0,?,,,,,,,0,,,,,
ElegantEfficaciousFossa,Rejected,3.44,175,1,1-4 years,21,10/6/2020,10/9/2020,,,2/9/2021,0,0,1,0,0,1
ElfinMagnificentWildebeest,Hold,3.88,176,0,0 years (KJD),,,11/12/2020,,3/25/2021,,0,1,0,0,0,0
ElitePerpetualSchnauzer,Rejected,3.73,171,0,1-4 years,77,12/1/2020,12/11/2020,,,1/14/2021,0,0,1,0,0,1
ElleWoods99,Rejected,3.69,172,0,0 years (KJD),76,11/30/2020,12/7/2020,,,1/14/2021,0,1,0,0,0,0
elli25,Rejected,3.93,174,0,1-4 years,,,,,,,0,0,1,0,0,1
Ellielsapp,Rejected,3.93,168,0,?,,,,,,2/9/2021,0,,,,,
elvis2,Rejected,,,0,?,,,,,,,0,,,,,
ElYucatecoHotSauce,Rejected,3.9,165,1,0 years (KJD),57,11/11/2020,,,,1/14/2021,0,1,0,0,0,0
EmbarrassedDizzyZebra,Rejected,3.71,172,0,1-4 years,,,,,,,0,0,1,0,0,1
EmilyU7,Rejected,3.58,173,0,1-4 years,36,10/21/2020,11/2/2020,,,1/14/2021,0,0,1,0,0,1
EminentConfusedDolphin,Rejected,3.85,164,0,0 years (KJD),61,11/15/2020,,,,1/14/2021,0,1,0,0,0,0
EminentNeatFossa,"WL, Withdrawn",4.13,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
EminentObservantBoar,"Accepted, Withdrawn",3.9,180,0,0 years (KJD),62,11/16/2020,11/20/2020,,12/10/2020,1/11/2021,1,1,0,0,0,0
EmptyAuspiciousSquirrel,Rejected,3.9,171,0,0 years (KJD),,,10/2/2020,,,2/9/2021,0,1,0,0,0,0
EmptyOutstandingSeahorse,Rejected,3.78,171,0,1-4 years,41,10/26/2020,,,,1/14/2021,0,0,1,0,0,1
EnchantedSlimHimalayan,Rejected,3.74,162,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
EnchantingOverjoyedSloth,Waitlisted,3.85,180,0,0 years (KJD),78,12/2/2020,12/8/2020,,,3/12/2021,0,1,0,0,0,0
EnchantingTenderZebra,Rejected,3.83,165,0,0 years (KJD),24,10/9/2020,10/15/2020,,,1/14/2021,0,1,0,0,0,0
EncouragingEasySeal,Waitlisted,3.71,163,1,0 years (KJD),,,,,,3/5/2021,0,1,0,0,0,0
EncouragingOpenCaterpillar,Waitlisted,4.01,172,0,1-4 years,48,11/2/2020,11/10/2020,,,2/26/2021,0,0,1,0,0,1
EncouragingProtectiveHusky,Rejected,3.81,177,0,1-4 years,87,12/11/2020,,,,3/15/2021,0,0,1,0,0,1
endthiscycle,Rejected,3.75,173,0,1-4 years,,,,,,,0,0,1,0,0,1
EndurablePluckyAnt,Rejected - FW,3.88,168,0,1-4 years,76,11/30/2020,,,,2/9/2021,0,0,1,0,0,1
EnergeticGorgeousCrab,Rejected,3.77,173,0,1-4 years,,,,,,,0,0,1,0,0,1
Engineer2,Rejected,3.67,176,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
EngineFailure222,Rejected,3.66,173,0,1-4 years,,,11/11/2020,,,1/14/2021,0,0,1,0,0,1
enthusiasticanteater,Rejected,3.5,168,0,?,,,,,,1/14/2021,0,,,,,
EnviousEminentChameleon,"Accepted, Attending",3.99,179,0,0 years (KJD),10,9/25/2020,9/30/2020,,11/12/2020,1/8/2021,1,1,0,0,0,0
EpochalMushroom,Waitlisted,3.93,176,0,1-4 years,142,2/4/2021,,,,4/9/2021,0,0,1,0,0,1
EquablePotatoMarmot,Rejected,2.98,170,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
EquableVoraciousWolf,Rejected,3.81,168,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
erabeldo,Rejected,3.92,170,0,0 years (KJD),55,11/9/2020,12/2/2020,,,1/14/2021,0,1,0,0,0,0
Erra2242,Rejected,4,171,1,1-4 years,14,9/29/2020,,,,,0,0,1,0,0,1
EtherealObtainableMau,Waitlisted,3.98,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
EtherealPuma,Rejected,4.11,169,0,0 years (KJD),60,11/14/2020,11/19/2020,11/20/2020,,3/15/2021,0,1,0,0,0,0
etr,Rejected,,,0,?,,,,,,,0,,,,,
eudamoniac,Waitlisted,3.94,172,0,1-4 years,133,1/26/2021,,,,2/26/2021,0,0,1,0,0,1
EugeneGant,Rejected,,,0,?,,,,,,,0,,,,,
EvasiveSavoryBee,Rejected,3.89,170,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
everyoneblooms,"WL, Rejected",3.47,180,0,1-4 years,67,11/21/2020,12/2/2020,,,3/5/2021,0,0,1,0,0,1
everythingoes,"WL, Withdrawn",4,170,0,1-4 years,54,11/8/2020,11/16/2020,11/16/2020,,3/5/2021,0,0,1,0,0,1
ewine,Rejected,2.9,172,0,1-4 years,,,,,,,0,0,1,0,0,1
ExcellentUnbiasedSheepdog,Rejected,3.85,172,0,1-4 years,35,10/20/2020,10/22/2020,10/22/2020,,2/9/2021,0,0,1,0,0,1
ExcitingWaryPanda,"WL, Rejected",4.08,174,0,0 years (KJD),36,10/21/2020,10/26/2020,10/26/2020,,2/26/2021,0,1,0,0,0,0
Existentialist,Rejected,3.78,165,0,5-9 years,55,11/9/2020,11/20/2020,,,1/14/2021,0,0,0,1,0,1
ExoticJudiciousOrangutan,Rejected,,173,0,1-4 years,25,10/10/2020,10/13/2020,,,3/15/2021,0,0,1,0,0,1
ExoticNebulousAntelope,Rejected,3.81,171,1,0 years (KJD),,,,,,,0,1,0,0,0,0
ExoticScreechingDugong,Accepted,3.95,176,0,1-4 years,,,,,,,1,0,1,0,0,1
ExpensiveNonchalantCougar,Accepted,3.98,176,0,0 years (KJD),,,11/3/2021,11/3/2021,,,1,1,0,0,0,0
ExuberantAboardBernard,Rejected,3.3,172,0,1-4 years,15,9/30/2020,10/7/2020,,,1/14/2021,0,0,1,0,0,1
ExultantFuzzyMacaque,Rejected,3.6,171,0,1-4 years,44,10/29/2020,11/5/2020,,,1/14/2021,0,0,1,0,0,1
FairPiquantScorpion,Rejected,3.96,179,0,1-4 years,,,12/3/2020,,,3/15/2021,0,0,1,0,0,1
FaithfulPrivateAudemer,Rejected,3.86,170,0,1-4 years,,,,,,,0,0,1,0,0,1
FalawfelQueen,Rejected,3.81,167,0,1-4 years,144,2/6/2021,2/11/2021,2/11/2021,,4/5/2021,0,0,1,0,0,1
FallaciousRusticOtter,Rejected,3.75,167,1,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
Falparsi,Rejected,3.82,,0,5-9 years,142,2/4/2021,2/16/2021,,,4/5/2021,0,0,0,1,0,1
FalseWhiteRetriever,Accepted,3.88,,0,1-4 years,84,12/8/2020,,,2/25/2021,3/22/2021,1,0,1,0,0,1
FamiliarAnimatedQuail,Rejected,3.82,172,0,0 years (KJD),61,11/15/2020,11/20/2020,,,2/9/2021,0,1,0,0,0,0
FamiliarTangibleMammoth,Rejected,3.84,173,0,0 years (KJD),,,11/20/2020,,,2/9/2021,0,1,0,0,0,0
FamiliarUnbecomingSheep,Rejected,3.7,156,1,1-4 years,,,,,,,0,0,1,0,0,1
FamousCloisteredFlounder,Rejected,3.91,169,0,0 years (KJD),24,10/9/2020,,,,1/14/2021,0,1,0,0,0,0
FamousLethalCorgi,Rejected,3.93,171,0,1-4 years,,,10/14/2020,,,3/2/2021,0,0,1,0,0,1
FamousNappyBlue,Rejected,3.8,162,0,10+ years,,,,,,,0,0,0,0,1,1
FamousSharpNightingale,Accepted,3.96,174,0,1-4 years,7,9/22/2020,10/1/2020,,2/25/2021,3/22/2021,1,0,1,0,0,1
FascinatedMotionlessHornet,"Accepted, Attending",3.98,178,0,1-4 years,,,9/23/2020,,11/17/2020,,1,0,1,0,0,1
FascinatedQuickAvocet,Waitlisted,3.55,169,0,1-4 years,,,12/14/2020,,,2/26/2021,0,0,1,0,0,1
FaultyCrabbyEmperor,Rejected,3.89,171,0,0 years (KJD),,,,,,,0,1,0,0,0,0
Fb4p,Waitlisted,3.7,169,1,1-4 years,79,12/3/2020,12/8/2020,,,,0,0,1,0,0,1
FearlessFantasticPademelon,Waitlisted,,172,1,1-4 years,46,10/31/2020,11/5/2020,,,2/26/2021,0,0,1,0,0,1
februarypanic,Rejected,3.86,163,1,0 years (KJD),,,,,,,0,1,0,0,0,0
FeeblePatheticHippopotamus,Rejected,3.55,180,0,1-4 years,,,,,,,0,0,1,0,0,1
FertileSecretiveUguisu,Rejected - FW,3.58,176,0,1-4 years,48,11/2/2020,11/16/2020,,,2/9/2021,0,0,1,0,0,1
FestiveAzureCat,"WL, Withdrawn",3.98,169,0,1-4 years,96,12/20/2020,1/6/2021,,,3/5/2021,0,0,1,0,0,1
FestiveDemonicLadybird,Rejected,3.87,169,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
FestiveTightDalmatian,"WL, Withdrawn",3.65,166,1,1-4 years,,,,,,4/9/2021,0,0,1,0,0,1
FestiveVariousHusky,Rejected,3.49,172,0,1-4 years,,,,,,,0,0,1,0,0,1
fhainbln,Rejected,3.62,173,0,1-4 years,,,,,,,0,0,1,0,0,1
FightingFox11,Rejected,3.56,170,0,5-9 years,,,,,,,0,0,0,1,0,1
filipinoellewoods,Rejected,3.96,166,0,1-4 years,48,11/2/2020,11/9/2020,,,2/9/2021,0,0,1,0,0,1
FinickyFanaticalGopher,Rejected,3.64,161,1,0 years (KJD),110,1/3/2021,1/13/2021,,,2/9/2021,0,1,0,0,0,0
FireSplittingDragon,Rejected,3.45,173,0,1-4 years,12,9/27/2020,,,,2/9/2021,0,0,1,0,0,1
FirstCourageousGoat,Rejected,3.36,157,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
firstgenlawgal,Rejected,3.66,158,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
FirstWhimsicalHedgehog,Accepted,4.1,178,1,1-4 years,,,,,,,1,0,1,0,0,1
fitnessgirl55,Rejected,3.99,166,0,1-4 years,,,,,,,0,0,1,0,0,1
FiveJuvenileImpala,"WL, Rejected",3.94,173,0,0 years (KJD),146,2/8/2021,2/10/2021,,,4/9/2021,0,1,0,0,0,0
FiveSimpleDragonfly,Waitlisted,3.74,176,1,1-4 years,34,10/19/2020,,,5/20/2021,3/12/2021,0,0,1,0,0,1
FlagrantUpbeatTerrier,Rejected,3.68,177,0,1-4 years,166,2/28/2021,3/8/2021,3/8/2021,,4/5/2021,0,0,1,0,0,1
FlakyGreasyFousek,Rejected,3.55,173,0,5-9 years,,,,,,,0,0,0,1,0,1
FlamingKoala,Rejected,3.39,159,1,1-4 years,139,2/1/2021,2/4/2021,,,3/15/2021,0,0,1,0,0,1
FlapJack,Rejected,3.95,177,0,1-4 years,,,,,,,0,0,1,0,0,1
FlatPriceyOtter,Waitlisted,3.98,171,0,1-4 years,0,9/15/2020,,,,2/26/2021,0,0,1,0,0,1
FlawlessExpensiveDog,Rejected,3.79,172,1,?,,,,,,1/14/2021,0,,,,,
FlippantDryArmadillo,"Accepted, Attending",3.99,178,0,1-4 years,,,12/10/2020,12/10/2020,1/14/2021,2/16/2021,1,0,1,0,0,1
FlippantProudPeccary,Rejected,3.67,172,0,1-4 years,,,,,,,0,0,1,0,0,1
FluffyPerfectPenguin,Accepted - FW,3.89,169,1,0 years (KJD),59,11/13/2020,11/20/2020,11/20/2020,1/21/2021,2/16/2021,1,1,0,0,0,0
FluteScootBoogie,Rejected,4,173,1,0 years (KJD),28,10/13/2020,,,11/5/2020,2/17/2021,0,1,0,0,0,0
FoolishImpartialEleuth,Rejected,3.69,173,0,0 years (KJD),17,10/2/2020,10/23/2020,,,3/15/2021,0,1,0,0,0,0
ForegoingNoisySpoonbill,Rejected,3.63,173,0,0 years (KJD),45,10/30/2020,11/9/2020,,,1/14/2021,0,1,0,0,0,0
ForegoingRainyWolverine,Rejected,3.8,169,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
foreignspecter,Rejected,,,0,1-4 years,78,12/2/2020,12/14/2020,,,2/9/2021,0,0,1,0,0,1
ForTheNewfoundland,Rejected,3.88,173,0,0 years (KJD),59,11/13/2020,11/19/2020,,,1/14/2021,0,1,0,0,0,0
forty54five,"WL, Rejected - FW",3.92,175,0,1-4 years,27,10/12/2020,10/16/2020,10/16/2020,,2/26/2021,0,0,1,0,0,1
FrailDisagreeableTurkey,"Accepted, Attending",4.16,173,0,1-4 years,39,10/24/2020,,,,3/22/2021,1,0,1,0,0,1
FrailQuestionableDachshund,Rejected,3.88,163,1,0 years (KJD),27,10/12/2020,,,,1/14/2021,0,1,0,0,0,0
FrancisXClampazzo,Rejected,3.76,175,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
FrankieTheTankie,Rejected,2.9,174,0,10+ years,139,2/1/2021,2/4/2021,3/1/2021,,3/15/2021,0,0,0,0,1,1
FreeColorfulBracke,Rejected,3.56,170,0,5-9 years,,,,,,,0,0,0,1,0,1
FreezingBizarreCuscus,Rejected,3.99,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
FreezingVenomousUrchin,Rejected,2.99,169,0,5-9 years,48,11/2/2020,11/12/2020,,,1/14/2021,0,0,0,1,0,1
FreezingWomanlyBoar,Rejected,3.73,171,0,1-4 years,5,9/20/2020,,,,1/14/2021,0,0,1,0,0,1
FrequentIrritatingDane,Rejected,3.92,169,0,0 years (KJD),41,10/26/2020,11/9/2020,,,2/9/2021,0,1,0,0,0,0
FriendlyTiresomeLeopard,Rejected,3.84,177,0,1-4 years,40,10/25/2020,10/26/2020,,,3/2/2021,0,0,1,0,0,1
FrightenedPurpleOtter,"WL, Rejected",3.65,174,0,5-9 years,68,11/22/2020,12/2/2020,,,3/5/2021,0,0,0,1,0,1
FrighteningYieldingVulture,Rejected,3.82,,0,5-9 years,,,1/11/2021,,,,0,0,0,1,0,1
FujiApples,Waitlisted,3.8,175,0,?,,,,,,,0,,,,,
FumblingHaltingKudu,Waitlisted,3.78,179,0,1-4 years,,,,,,,0,0,1,0,0,1
FunctionalChemicalOwl,Rejected,3,166,1,10+ years,,,,,,,0,0,0,0,1,1
FUnderwood2016,Rejected,3.83,164,0,0 years (KJD),,,,,,,0,1,0,0,0,0
FurryStormyGoat,Rejected,3.95,166,1,0 years (KJD),91,12/15/2020,1/5/2021,,,2/9/2021,0,1,0,0,0,0
FurryTrickyWasp,Rejected,3.83,172,0,0 years (KJD),122,1/15/2021,1/20/2021,,,3/15/2021,0,1,0,0,0,0
FutureAttorney520,Rejected,3.51,173,1,0 years (KJD),44,10/29/2020,11/3/2020,11/3/2020,,1/14/2021,0,1,0,0,0,0
FutureElderlyGar,Accepted,3.89,175,0,1-4 years,,,,,,,1,0,1,0,0,1
Futurelawyer99,Rejected,4,170,0,0 years (KJD),71,11/25/2020,12/8/2020,,,2/9/2021,0,1,0,0,0,0
FutureLawyerBruh2020,Rejected,3.85,172,0,1-4 years,30,10/15/2020,10/22/2020,,,1/14/2021,0,0,1,0,0,1
FuzzyComfortableEel,Rejected,3.91,169,0,1-4 years,52,11/6/2020,,,,1/14/2021,0,0,1,0,0,1
gafrank,Rejected,3.73,180,0,0 years (KJD),133,1/26/2021,,,,3/15/2021,0,1,0,0,0,0
GainfulSwankyLadybird,Rejected,3.69,173,0,1-4 years,146,2/8/2021,2/10/2021,,,3/15/2021,0,0,1,0,0,1
GameofClones,Rejected,3.75,172,0,1-4 years,3,9/18/2020,9/29/2020,,,1/14/2021,0,0,1,0,0,1
GatorAlum1996,Rejected,3.65,175,0,1-4 years,,,,,,,0,0,1,0,0,1
gayellewoods,Rejected,4.01,178,0,1-4 years,37,10/22/2020,10/28/2020,,2/18/2021,3/22/2021,0,0,1,0,0,1
Geech42,Rejected,3.87,179,0,0 years (KJD),52,11/6/2020,11/20/2020,,,,0,1,0,0,0,0
Gemini2,Rejected,,173,0,1-4 years,38,10/23/2020,10/28/2020,,,3/2/2021,0,0,1,0,0,1
GentleCarefulPrawn,Accepted,4.02,171,0,1-4 years,,,,,2/18/2021,3/22/2021,1,0,1,0,0,1
georgedggy,Accepted,4.02,177,0,1-4 years,,,,,12/17/2020,1/11/2021,1,0,1,0,0,1
georgia520,Rejected - FW,3.63,176,0,0 years (KJD),27,10/12/2020,,,,2/9/2021,0,1,0,0,0,0
GetinmybEllie,Rejected,3.97,168,0,1-4 years,,,,,,,0,0,1,0,0,1
ghostwriter,Rejected,3.8,162,0,1-4 years,93,12/17/2020,1/5/2021,,,2/9/2021,0,0,1,0,0,1
GhotiGhongers,Rejected,3.97,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
GiantCrookedEarwig,Withdrawn,,,0,?,,,,,,,0,,,,,
GiantKindYak,Rejected,3.98,168,0,1-4 years,74,11/28/2020,,,,1/14/2021,0,0,1,0,0,1
GiantLeopard,Rejected,3.62,176,0,1-4 years,,,,,,,0,0,1,0,0,1
GiantRainyBonobo,Rejected,3.27,180,1,1-4 years,14,9/29/2020,10/8/2020,,,1/14/2021,0,0,1,0,0,1
gimmeachanceplz,Rejected,3.2,173,0,5-9 years,16,10/1/2020,10/8/2020,,,,0,0,0,1,0,1
GimmeAKith,Rejected,3.82,168,0,1-4 years,11,9/26/2020,9/30/2020,,,3/2/2021,0,0,1,0,0,1
GingerAle365,Rejected,3.76,165,1,1-4 years,47,11/1/2020,11/13/2020,1/4/2021,,1/14/2021,0,0,1,0,0,1
Gingersnaps,Withdrawn - FW,3.56,179,0,5-9 years,,,,,,,0,0,0,1,0,1
Gio3272,Rejected - FW,3.65,156,1,1-4 years,71,11/25/2020,12/3/2020,,,1/14/2021,0,0,1,0,0,1
GlamorousDelicateReindeer,Accepted,3.94,176,1,1-4 years,58,11/12/2020,11/19/2020,,12/10/2020,2/16/2021,1,0,1,0,0,1
GlamorousDepressedLadybird,"WL, Rejected",3.67,170,0,5-9 years,106,12/30/2020,1/12/2021,,,7/15/2021,0,0,0,1,0,1
Glaucon191,"Accepted, Attending",2.71,172,1,5-9 years,6,9/21/2020,9/30/2020,,2/19/2021,3/22/2021,1,0,0,1,0,1
GlibRattyFly,Rejected,3.61,173,0,5-9 years,125,1/18/2021,1/21/2021,,,2/17/2021,0,0,0,1,0,1
GlisteningKindSnail,Rejected,3.33,160,1,0 years (KJD),,,,,,,0,1,0,0,0,0
GlisteningMagnificentKoala,Rejected,3.9,160,0,0 years (KJD),,,12/1/2020,,,1/14/2021,0,1,0,0,0,0
GlisteningXLDragonfly,Rejected,3.38,164,0,1-4 years,,,11/20/2020,,,1/14/2021,0,0,1,0,0,1
goatbraveheartbanjo,Rejected,3.65,177,0,1-4 years,102,12/26/2020,,,,3/15/2021,0,0,1,0,0,1
goheels,Rejected,3.84,172,0,0 years (KJD),,,,,,2/9/2021,0,1,0,0,0,0
Going2School,Rejected,3.63,173,0,1-4 years,0,9/15/2020,,,,1/14/2021,0,0,1,0,0,1
GoldenDoodle124,Rejected,4.06,160,1,1-4 years,97,12/21/2020,1/8/2021,,,2/9/2021,0,0,1,0,0,1
goldengolden,Rejected,3.19,161,0,1-4 years,59,11/13/2020,,,,1/14/2021,0,0,1,0,0,1
goldensnitch,Rejected,3.34,172,1,1-4 years,49,11/3/2020,11/10/2020,,,1/14/2021,0,0,1,0,0,1
Goodluck,Rejected,4.14,170,1,?,,,,,,,0,,,,,
goofybeaver,"WL, Withdrawn",3.97,166,0,0 years (KJD),122,1/15/2021,1/20/2021,,,3/5/2021,0,1,0,0,0,0
GordonRamsaysTongue,"WL, Accepted, Attending",3.75,167,1,1-4 years,,,2/9/2021,,2/18/2021,3/22/2021,1,0,1,0,0,1
gowiththeflo,Accepted,3.86,171,1,1-4 years,17,10/2/2020,10/7/2020,,1/21/2021,3/22/2021,1,0,1,0,0,1
gr8valiue,Rejected,3.77,178,0,1-4 years,0,9/15/2020,9/18/2020,,,2/9/2021,0,0,1,0,0,1
gracenyc,"WL, Accepted, Attending",3.8,176,0,0 years (KJD),18,10/3/2020,10/23/2020,,5/27/2021,6/29/2021,1,1,0,0,0,0
gracie,Rejected,3.71,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Gracie0000,Rejected,,179,0,0 years (KJD),,,12/11/2020,,,,0,1,0,0,0,0
granger77,Rejected,3.79,170,0,1-4 years,79,12/3/2020,12/10/2020,,,2/9/2021,0,0,1,0,0,1
GreasyAloofSeahorse,Rejected,3.24,173,1,1-4 years,14,9/29/2020,10/2/2020,,,1/14/2021,0,0,1,0,0,1
GreenDramaticMayfly,Rejected - FW,3.57,170,0,1-4 years,93,12/17/2020,1/6/2021,,,2/9/2021,0,0,1,0,0,1
GreenExpoMarker,Accepted,3.9,178,1,0 years (KJD),107,12/31/2020,1/12/2021,1/13/2021,1/21/2021,2/16/2021,1,1,0,0,0,0
GreenIncandescentFlamingo,Rejected,3.41,179,0,1-4 years,47,11/1/2020,11/11/2020,,,1/14/2021,0,0,1,0,0,1
greenpepperbagel,"WL, Withdrawn",3.88,173,0,1-4 years,79,12/3/2020,12/14/2020,,,3/12/2021,0,0,1,0,0,1
GreenSmithereen,Rejected,3.59,177,0,1-4 years,20,10/5/2020,10/10/2020,,,2/9/2021,0,0,1,0,0,1
GretaWA,Rejected,3.71,169,0,1-4 years,,,,,,,0,0,1,0,0,1
GreyOrca,Rejected,3.68,173,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
GridNorth8,Rejected - FW,2.95,172,1,5-9 years,104,12/28/2020,,,,2/9/2021,0,0,0,1,0,1
Grilliam1,Rejected,3.94,175,0,1-4 years,91,12/15/2020,,,,,0,0,1,0,0,1
