name,Result,gpa,lsat,urm,we,day_sent,Sent,complete,UR,JJ,Decision,accepted,we_0,we_1_4,we_5_9,we_10,we_B
Bonobosareunderrated,Waitlisted,3.87,177,0,1-4 years,41,10/26/2020,11/12/2020,,,3/12/2021,0,0,1,0,0,1
boofedit,Rejected,3.9,169,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
BookwormHermione,Rejected,3.26,162,1,1-4 years,118,1/11/2021,1/19/2021,,,2/9/2021,0,0,1,0,0,1
boomagnet,"WL, Withdrawn",3.88,176,0,1-4 years,20,10/5/2020,,,,,0,0,1,0,0,1
BoorishIllEchidna,Waitlisted,3.66,177,0,10+ years,,,,,,,0,0,0,0,1,1
BoorishPremiumChamois,Rejected,3.9,168,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
Boppity47,Rejected,3.87,172,0,1-4 years,46,10/31/2020,11/5/2020,,,3/2/2021,0,0,1,0,0,1
BoredUnbecomingBracke,Waitlisted,3.9,176,0,0 years (KJD),77,12/1/2020,,,,,0,1,0,0,0,0
BoringHaplessCockroach,Rejected,3.85,172,0,0 years (KJD),49,11/3/2020,11/10/2020,,,3/2/2021,0,1,0,0,0,0
BoringKindLizard,Waitlisted,4.13,167,1,?,,,,,,,0,,,,,
BoringTastyShepherd,Rejected,3.75,177,0,1-4 years,34,10/19/2020,10/21/2020,,,3/15/2021,0,0,1,0,0,1
bosslawlady,Rejected,4.07,172,1,0 years (KJD),78,12/2/2020,12/14/2020,,2/18/2021,3/22/2021,0,1,0,0,0,0
bostonbiglawguy,Rejected,3.63,175,0,0 years (KJD),3,9/18/2020,9/28/2020,,,1/14/2021,0,1,0,0,0,0
BoundlessCowardlyBudgerigar,Rejected - IS,3.62,173,0,1-4 years,73,11/27/2020,12/7/2020,,,1/14/2021,0,0,1,0,0,1
Bracke305,Rejected,3.84,160,1,5-9 years,,,,,,,0,0,0,1,0,1
BraveSmoothDolphin,Rejected,3.64,169,0,1-4 years,25,10/10/2020,10/21/2020,,,1/14/2021,0,0,1,0,0,1
BrBa1787,Rejected,3.85,170,0,?,,,,,,1/14/2021,0,,,,,
BreakableOutrageousLoon,Rejected,3.3,176,0,1-4 years,29,10/14/2020,10/21/2020,10/21/2020,,1/14/2021,0,0,1,0,0,1
BreezyKnowingMoose,Rejected,3.77,171,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
brendog,Rejected,3.47,175,0,?,,,,,,,0,,,,,
brideshead,Rejected,3.25,169,1,1-4 years,85,12/9/2020,12/16/2020,,,1/14/2021,0,0,1,0,0,1
BriefBoorishSnowshoe,"Accepted, Attending",4.08,177,0,0 years (KJD),78,12/2/2020,12/10/2020,,1/21/2021,2/16/2021,1,1,0,0,0,0
BriefEnviousLizard,Rejected - FW,3.73,173,0,0 years (KJD),,,11/16/2020,,,1/14/2021,0,1,0,0,0,0
BriefHesitantPlatypus,Waitlisted,3.89,172,0,1-4 years,,,,,,,0,0,1,0,0,1
BriefMoldyEmperor,Waitlisted,3.92,173,0,1-4 years,,,,,,,0,0,1,0,0,1
BrightBeautifulMalamute,Rejected,3.62,171,0,5-9 years,57,11/11/2020,11/20/2020,,,3/18/2021,0,0,0,1,0,1
BrightOverjoyedRabbit,Rejected,3.52,174,0,0 years (KJD),,,,,,,0,1,0,0,0,0
BrightProtectiveCentipede,"Accepted, Withdrawn - FW",3.99,178,0,0 years (KJD),41,10/26/2020,10/29/2020,,11/23/2020,1/11/2021,1,1,0,0,0,0
BrightQuaintLoon,Rejected,4,168,0,?,,,,,,2/9/2021,0,,,,,
BrightThoughtfulHarriet,Rejected,3.42,165,1,1-4 years,40,10/25/2020,10/28/2020,10/28/2020,,1/14/2021,0,0,1,0,0,1
BroadDailyWeasel,Rejected,3.9,165,0,1-4 years,94,12/18/2020,12/18/2020,,,,0,0,1,0,0,1
BrownGoblin,Rejected,4,160,1,1-4 years,,,10/28/2020,,,,0,0,1,0,0,1
BrownPhysicalPekingese,Rejected,3.05,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
brownskingyal,Rejected,3.32,165,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
BrownTornadoFakename,Rejected,3.45,178,0,1-4 years,2,9/17/2020,9/30/2020,,,3/2/2021,0,0,1,0,0,1
BruceBannerJD,"WL, Rejected",3.73,173,1,1-4 years,1,9/16/2020,9/21/2020,,,3/5/2021,0,0,1,0,0,1
Bruxtaux,Withdrawn,3.82,178,0,5-9 years,,,,,,,0,0,0,1,0,1
BTillinger,Rejected,3.71,176,0,1-4 years,,,1/19/2021,,,2/9/2021,0,0,1,0,0,1
bubbagumpxx,Rejected,3.76,170,0,1-4 years,,,12/9/2020,,,2/9/2021,0,0,1,0,0,1
BuffalentBuffalo,Rejected,3.74,174,0,0 years (KJD),,,,,,,0,1,0,0,0,0
BunBunBun,Rejected,3.54,180,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
BurnieSanders,Rejected,3.74,167,0,1-4 years,4,9/19/2020,9/29/2020,9/29/2020,,1/14/2021,0,0,1,0,0,1
butternutsquash,Waitlisted,3.74,175,0,1-4 years,70,11/24/2020,12/3/2020,,,3/12/2021,0,0,1,0,0,1
butteryshallots,Rejected,3.8,167,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
bvford,Rejected,3.47,174,0,5-9 years,73,11/27/2020,12/4/2020,,,1/14/2021,0,0,0,1,0,1
ByeAccrualWorld,Accepted,3.92,173,0,1-4 years,16,10/1/2020,10/5/2020,,,3/22/2021,1,0,1,0,0,1
ByrdBathAndBeyond,Rejected,3.53,166,0,1-4 years,,,,,,,0,0,1,0,0,1
cabin8,Rejected,3.95,171,0,0 years (KJD),35,10/20/2020,10/23/2020,10/23/2020,,2/9/2021,0,1,0,0,0,0
CactusJack,Accepted,4.05,174,1,0 years (KJD),19,10/4/2020,10/23/2020,10/23/2020,11/23/2020,1/11/2021,1,1,0,0,0,0
CaffeineOverCardio,Rejected,2.03,165,1,10+ years,12,9/27/2020,10/23/2020,,,1/14/2021,0,0,0,0,1,1
cakeboss,Rejected,3.97,171,0,0 years (KJD),13,9/28/2020,,,,1/14/2021,0,1,0,0,0,0
CalculatingVivaciousToad,Rejected,3.96,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CaliforniaDreaming2,Rejected,3.81,173,0,0 years (KJD),,,,,,3/15/2021,0,1,0,0,0,0
caligirl21,Waitlisted,3.94,163,1,0 years (KJD),68,11/22/2020,11/30/2020,,,,0,1,0,0,0,0
CallitKarma,Rejected,4,170,0,1-4 years,,,,,,,0,0,1,0,0,1
CallousUtopianRagdoll,Rejected,3.84,175,0,1-4 years,48,11/2/2020,11/10/2020,,,3/2/2021,0,0,1,0,0,1
CalmAliveAnt-,Rejected,3.7,161,0,1-4 years,,,,,,,0,0,1,0,0,1
CalmGaudyGrasshopper,Rejected,3.62,168,0,1-4 years,,,,1/5/2021,,2/9/2020,0,0,1,0,0,1
CalmLavishImpala,"WL, Withdrawn",3.75,171,1,1-4 years,38,10/23/2020,10/23/2020,,,4/9/2021,0,0,1,0,0,1
cama2992,Waitlisted,,,0,1-4 years,,,12/4/2020,,,,0,0,1,0,0,1
camouflagedcauliflower,Rejected,3.91,171,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CanadianToUS,Waitlisted,4.1,167,1,1-4 years,,,,,,,0,0,1,0,0,1
CapableDebt,Rejected,3.82,175,0,0 years (KJD),65,11/19/2020,11/20/2020,,,3/15/2021,0,1,0,0,0,0
CapitalGains,Rejected,3.5,170,1,10+ years,,,,,,,0,0,0,0,1,1
capricorn,Rejected - FW,3.78,160,1,1-4 years,70,11/24/2020,12/8/2020,12/9/2020,,1/14/2021,0,0,1,0,0,1
CaptainCrunchy,Waitlisted,3.74,168,0,10+ years,,,,,,,0,0,0,0,1,1
CaractacusPotts,Rejected,4.08,162,0,0 years (KJD),97,12/21/2020,1/5/2021,,,2/9/2021,0,1,0,0,0,0
cardinal146,Rejected,3.78,167,0,5-9 years,127,1/20/2021,1/22/2021,,,2/17/2021,0,0,0,1,0,1
CarebearWannabe,Waitlisted,3.94,175,0,1-4 years,,,,,,,0,0,1,0,0,1
CarefulAbjectHedgehog,Rejected,3.83,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CarelessGoose,Waitlisted,4,173,0,1-4 years,55,11/9/2020,,,,,0,0,1,0,0,1
CaringRebelKingfisher,Rejected,3.72,176,0,0 years (KJD),72,11/26/2020,12/2/2020,,,2/9/2021,0,1,0,0,0,0
carioca1,Rejected,3.59,166,1,1-4 years,,,,,,,0,0,1,0,0,1
CarlFromTheBlock,Withdrawn,3.66,174,0,0 years (KJD),49,11/3/2020,11/9/2020,,,,0,1,0,0,0,0
Caro12345,Rejected,3.53,,0,1-4 years,139,2/1/2021,,,,3/15/2021,0,0,1,0,0,1
Cartwheel,Rejected,3.89,173,0,0 years (KJD),5,9/20/2020,,,,1/14/2021,0,1,0,0,0,0
caseyjones,"Accepted, Attending",3.8,177,0,1-4 years,43,10/28/2020,11/2/2020,,3/25/2021,4/6/2021,1,0,1,0,0,1
CatDad,Waitlisted,4,174,0,1-4 years,68,11/22/2020,12/3/2020,,,3/1/2021,0,0,1,0,0,1
CatsRuleDogsAlsoRule,Rejected,3.63,169,0,5-9 years,43,10/28/2020,11/9/2020,,,1/14/2021,0,0,0,1,0,1
catsssss,Rejected,3.5,172,1,5-9 years,,,10/12/2020,,,1/14/2021,0,0,0,1,0,1
catunderling,Rejected,4.02,174,0,1-4 years,30,10/15/2020,10/21/2020,,11/23/2020,2/17/2021,0,0,1,0,0,1
CautiousGrievingSiberian,Rejected,3.57,171,0,?,,,,,,1/14/2021,0,,,,,
CautiousWearyAngora,Rejected,3.97,175,0,0 years (KJD),,,,,,2/9/2021,0,1,0,0,0,0
CeaselessDangerousPademelon,Rejected,4.11,171,0,0 years (KJD),138,1/31/2021,2/4/2021,,,3/15/2021,0,1,0,0,0,0
CeaselessVoraciousJellyfish,"WL, Rejected",3.91,173,0,0 years (KJD),24,10/9/2020,10/15/2020,,,6/3/2021,0,1,0,0,0,0
cecilbaseball,Waitlisted - FW,3.79,175,0,1-4 years,,,,,,,0,0,1,0,0,1
CecPet,Rejected,3.29,159,0,0 years (KJD),72,11/26/2020,12/8/2020,,,1/14/2021,0,1,0,0,0,0
CEOofImpostorSyndrome,Rejected,3.93,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CephalopodLaw,Rejected,3.98,171,0,1-4 years,,,10/16/2020,,,3/2/2021,0,0,1,0,0,1
chachaslide123,Rejected,3.8,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
chai1234,Rejected,3.85,,0,1-4 years,26,10/11/2020,10/14/2020,,,2/9/2021,0,0,1,0,0,1
Champ123,Rejected,3.63,169,1,1-4 years,30,10/15/2020,,,,2/9/2021,0,0,1,0,0,1
champagnemami11,Rejected,4,162,1,0 years (KJD),118,1/11/2021,1/15/2021,1/15/2021,,3/15/2021,0,1,0,0,0,0
Chanel-num03,"Accepted, Withdrawn",3.74,170,1,1-4 years,,,,,1/14/2021,2/16/2021,1,0,1,0,0,1
ChangeableCrowdedLabradoodle,Waitlisted,3.96,167,0,0 years (KJD),79,12/3/2020,12/9/2020,,,2/26/2021,0,1,0,0,0,0
ChangeableReadyLeopard,Rejected,3.52,169,0,10+ years,,,10/8/2020,,,1/14/2021,0,0,0,0,1,1
CharlieCappa,"WL, Withdrawn",3.99,179,0,0 years (KJD),22,10/7/2020,10/14/2020,10/14/2020,,,0,1,0,0,0,0
CharmingLumpyChinchilla,Rejected,3.82,179,0,1-4 years,17,10/2/2020,10/8/2020,,,1/14/2021,0,0,1,0,0,1
Cheddar,"WL, Accepted, Attending",4,173,0,1-4 years,9,9/24/2020,10/1/2020,,5/13/2021,5/25/2021,1,0,1,0,0,1
CheerfulFoamyGoat,Rejected,3.92,166,0,0 years (KJD),,,10/9/2020,,,3/15/2021,0,1,0,0,0,0
cheeseburgernocheese,Rejected - FW,4.11,173,1,5-9 years,1,9/16/2020,9/21/2020,,12/8/2020,,0,0,0,1,0,1
ChemicalHandsomeLiger,Rejected,3.4,175,0,?,,,,,,,0,,,,,
ChemicalLightPuffin,Waitlisted - FW,3.97,175,0,0 years (KJD),66,11/20/2020,12/11/2020,,,3/5/2021,0,1,0,0,0,0
ChewDickey,Rejected,3.97,175,0,0 years (KJD),50,11/4/2020,11/12/2020,,2/18/2021,3/22/2021,0,1,0,0,0,0
ChibiMarukoChan,Rejected,3.79,171,0,5-9 years,,,,,,3/15/2021,0,0,0,1,0,1
ChicagoHopeful,Rejected,3.87,169,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
ChiefMountainousSlug,"Accepted, Withdrawn",3.9,172,1,0 years (KJD),,,,,12/10/2020,1/11/2021,1,1,0,0,0,0
ChiefProudCentipede,Rejected,3.8,162,0,10+ years,,,,,,,0,0,0,0,1,1
ChillKoala,Rejected,3.8,171,0,1-4 years,32,10/17/2020,10/22/2020,,,3/2/2021,0,0,1,0,0,1
ChillyFanaticalGoat,"Accepted, Withdrawn",3.9,177,0,1-4 years,66,11/20/2020,11/30/2020,,12/10/2020,1/11/2021,1,0,1,0,0,1
ChillyMakeshiftHimalayan,Rejected,3.41,179,0,5-9 years,167,3/1/2021,3/15/2021,,,4/5/2021,0,0,0,1,0,1
chinkennunget,"Accepted, Deferred, Attending",3.97,175,0,0 years (KJD),46,10/31/2020,11/9/2020,,11/23/2020,1/11/2021,1,1,0,0,0,0
chiponmyshoulder,Rejected - IS,3.9,168,0,0 years (KJD),71,11/25/2020,12/8/2020,,,1/14/2021,0,1,0,0,0,0
ChivalrousCarefulBordeaux,Rejected,3.94,168,0,1-4 years,,,1/15/2021,,,2/9/2021,0,0,1,0,0,1
ChivalrousRabbit,"WL, Withdrawn",3.89,175,0,1-4 years,14,9/29/2020,10/5/2020,10/6/2020,,3/5/2021,0,0,1,0,0,1
Chocogang,Rejected,3.9,170,0,?,,,,,,3/2/2021,0,,,,,
christinanastos1996,Rejected,3.79,168,0,1-4 years,,,,,,,0,0,1,0,0,1
ChubbyHappyCats,Rejected,3.78,159,1,1-4 years,104,12/28/2020,1/11/2021,1/11/2021,,2/9/2021,0,0,1,0,0,1
ChubbyNoisyOrangutan,Rejected,4.01,174,0,0 years (KJD),,,1/27/2021,1/27/2021,,,0,1,0,0,0,0
Chuck,Rejected,3.78,171,1,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
ChuckRhoades,Rejected,3.88,171,0,0 years (KJD),61,11/15/2020,,,,,0,1,0,0,0,0
ChunkyMessyDonkey,Waitlisted,4.03,172,0,1-4 years,,,11/2/2020,,,,0,0,1,0,0,1
ChunkySweaters,Waitlisted,3.96,169,0,1-4 years,68,11/22/2020,12/1/2020,,,2/26/2021,0,0,1,0,0,1
Chutneyfiend20,"WL, Withdrawn",3.8,179,0,1-4 years,0,9/15/2020,9/17/2020,,,3/5/2021,0,0,1,0,0,1
CiciCurtis,Rejected,3.5,175,0,?,,,,,,,0,,,,,
CirclesOnCircles,Rejected,3.83,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
Cityofblindinglights,Rejected,3.67,172,0,1-4 years,,,,,,,0,0,1,0,0,1
cjnoelle,Rejected,3.76,168,0,1-4 years,,,11/24/2020,,,1/14/2021,0,0,1,0,0,1
Ckin,Rejected,3.95,160,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
Class24,"Accepted, Withdrawn",3.9,174,0,10+ years,79,12/3/2020,12/8/2020,,2/18/2021,3/22/2021,1,0,0,0,1,1
ClassicSplitter,Rejected,3.32,171,0,1-4 years,,,11/10/2020,,,1/14/2021,0,0,1,0,0,1
CleanShark,Accepted,,180,0,1-4 years,,,,,,,1,0,1,0,0,1
ClementineRebellion,Rejected,4,173,0,1-4 years,27,10/12/2020,10/16/2020,,,,0,0,1,0,0,1
CleverCuteFish,Rejected,3.65,174,0,0 years (KJD),76,11/30/2020,,,,1/14/2021,0,1,0,0,0,0
CloisteredAbstractedCapuchin,Waitlisted,4.04,172,0,1-4 years,,,2/4/2021,,,2/26/2021,0,0,1,0,0,1
cloudy-skyline,Waitlisted,4,174,1,0 years (KJD),108,1/1/2021,1/12/2021,,,2/26/2021,0,1,0,0,0,0
clown522,Rejected,3.92,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
ClumsyCapuchin,Waitlisted - FW,3.3,176,1,1-4 years,25,10/10/2020,10/14/2020,,11/13/2020,2/17/2021,0,0,1,0,0,1
CoconutPie,Rejected,4,174,0,0 years (KJD),83,12/7/2020,12/15/2020,,,2/9/2021,0,1,0,0,0,0
coffeebagel,Rejected,3.74,171,0,1-4 years,55,11/9/2020,11/17/2020,,,1/14/2021,0,0,1,0,0,1
Cokezerofanatic,Rejected,3.85,166,0,1-4 years,,,,,,,0,0,1,0,0,1
collegerugbyguy11,Rejected,3.64,176,0,0 years (KJD),62,11/16/2020,11/18/2020,,,1/14/2021,0,1,0,0,0,0
ColossalHyrax,"WL, Withdrawn - FW",4,165,1,0 years (KJD),,,,,,2/26/2021,0,1,0,0,0,0
CommonAuspiciousWeasel,Rejected,3.75,170,0,0 years (KJD),105,12/29/2020,,,,2/4/2021,0,1,0,0,0,0
CompleteSpiritualWorm,Waitlisted,3.93,,0,1-4 years,166,2/28/2021,3/10/2021,,,4/9/2021,0,0,1,0,0,1
ComplexClammyJellyfish,Waitlisted,3.72,173,0,1-4 years,,,,,,3/17/2021,0,0,1,0,0,1
ComplexYogurt,Rejected,3.95,171,0,0 years (KJD),,,10/2/2020,,,2/9/2021,0,1,0,0,0,0
concernedsplitter,Rejected,3.39,175,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
CondemnedHarmoniousWasp,Accepted,3.96,176,0,0 years (KJD),51,11/5/2020,11/10/2020,,12/10/2020,1/11/2021,1,1,0,0,0,0
ConfusedHonorableFousek,Waitlisted,3.8,173,0,1-4 years,,,12/29/2020,,,2/26/2021,0,0,1,0,0,1
ConsciousNecessaryPuffin,"WL, Accepted",3.76,175,0,1-4 years,41,10/26/2020,,,,,1,0,1,0,0,1
ConsciousSturdyBombay,Rejected,3.94,169,0,0 years (KJD),,,,,,3/15/2021,0,1,0,0,0,0
ConstitutionalClaws,Rejected,3.96,168,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CookieQueen3,Rejected - FW,3.55,168,1,1-4 years,41,10/26/2020,10/29/2020,,,1/14/2021,0,0,1,0,0,1
coolturtledove,Waitlisted,4.09,173,0,1-4 years,,,,,,,0,0,1,0,0,1
CooperativeFlippantOriole,"Accepted, Attending",3.99,171,1,0 years (KJD),,,,,,1/11/2021,1,1,0,0,0,0
CooperativeLopsidedLynx,"WL, Rejected",4,172,0,0 years (KJD),,,9/23/2020,,,6/3/2021,0,1,0,0,0,0
CoordinatedUptightClam,Rejected,,171,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CopperJaundice,"WL, Rejected",4,174,0,0 years (KJD),34,10/19/2020,10/23/2020,,,2/26/2021,0,1,0,0,0,0
coquitotears,Waitlisted,,,0,?,69,11/23/2020,12/1/2020,,,,0,,,,,
CoralineJones,Rejected,4.04,174,0,0 years (KJD),67,11/21/2020,11/30/2020,,1/21/2021,3/22/2021,0,1,0,0,0,0
CorgiFan,"Accepted, Attending",4,170,0,?,16,10/1/2020,10/9/2020,,2/25/2021,3/22/2021,1,,,,,
CorinthianDead,Rejected,3.79,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
Corneilius,Rejected,3.65,162,1,10+ years,17,10/2/2020,,,,1/14/2021,0,0,0,0,1,1
correl,Waitlisted,3.91,174,0,1-4 years,,,,,,,0,0,1,0,0,1
couldvebeenatiktoker,Rejected,4.04,164,1,1-4 years,137,1/30/2021,2/4/2021,,,3/15/2021,0,0,1,0,0,1
Courtney-Love,Rejected,4.01,170,0,1-4 years,,,,,,,0,0,1,0,0,1
covfefeonthree,Accepted,3.53,168,0,5-9 years,11,9/26/2020,10/1/2020,10/1/2020,11/5/2020,1/11/2021,1,0,0,1,0,1
cracklemap2,Rejected,3.59,174,0,1-4 years,,,,,,4/5/2021,0,0,1,0,0,1
crankylesbian,Rejected,3.95,176,0,1-4 years,24,10/9/2020,,,,3/10/2021,0,0,1,0,0,1
CrazyAbjectTurtle,Rejected,3.4,163,1,?,,,,,,,0,,,,,
CreepyArrogantShark,Rejected - FW,2.91,170,0,5-9 years,,,,,,,0,0,0,1,0,1
CreepyInternalSalamander,Rejected,3.88,171,0,0 years (KJD),,,12/10/2020,,,2/9/2021,0,1,0,0,0,0
CreepyUttermostPuma,Rejected,3.63,177,0,1-4 years,30,10/15/2020,10/21/2020,,2/25/2021,3/22/2021,0,0,1,0,0,1
critiqueofpurereason,Waitlisted,3.85,176,0,1-4 years,71,11/25/2020,12/4/2020,,,3/17/2021,0,0,1,0,0,1
CrowdedIndustriousMoorhen,Rejected,3.75,168,0,1-4 years,0,9/15/2020,9/23/2020,,,1/14/2021,0,0,1,0,0,1
CrunchWrapSupreme,"WL, Accepted, Attending",3.6,167,1,1-4 years,38,10/23/2020,,,5/6/2021,5/19/2021,1,0,1,0,0,1
cruzdenavajas,Rejected,3.57,163,1,1-4 years,93,12/17/2020,1/4/2021,,,2/9/2021,0,0,1,0,0,1
Cseven24,Rejected,3.6,169,1,1-4 years,32,10/17/2020,10/20/2020,,,3/2/2021,0,0,1,0,0,1
cthrel,Rejected,3.94,,0,?,,,,,,,0,,,,,
Cuban729,Rejected,3.8,170,1,0 years (KJD),112,1/5/2021,,,,2/9/2021,0,1,0,0,0,0
CuddlyTawdryRetriever,Rejected,3.91,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
CultivatingChange,Accepted,3.95,170,0,1-4 years,,,,,,,1,0,1,0,0,1
CumbersomeDemonicBarnacle,Rejected,3.91,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
CumbersomePhobicPelican,Rejected,4,166,0,5-9 years,48,11/2/2020,,,,3/15/2021,0,0,0,1,0,1
CuppaT,Rejected,3.62,179,0,1-4 years,60,11/14/2020,11/19/2020,,,2/9/2021,0,0,1,0,0,1
CuriousCat390,"WL, Accepted, Attending",3.45,165,1,1-4 years,70,11/24/2020,12/8/2020,,5/13/2021,5/25/2021,1,0,1,0,0,1
curiousstudent,Rejected,3.94,168,0,?,,,,,,1/14/2021,0,,,,,
CurvedLivelyWrasse,"WL, Accepted, Attending",3.9,160,0,0 years (KJD),75,11/29/2020,,,,7/27/2021,1,1,0,0,0,0
cycleplsbekind,Rejected,3.65,170,1,1-4 years,,,,,,,0,0,1,0,0,1
CynicalCashew,Rejected,3.73,177,0,0 years (KJD),,,,,,,0,1,0,0,0,0
CynicalEmbarrassedMongoose,Rejected - FW,3.8,168,0,?,,,,,,1/14/2021,0,,,,,
CynicalGrumpyCow,"WL, Withdrawn",3.88,175,0,1-4 years,47,11/1/2020,11/16/2020,,,3/12/2021,0,0,1,0,0,1
CynicalZealousBeetle,Rejected,3.93,177,0,1-4 years,30,10/15/2020,,,,,0,0,1,0,0,1
D1FBLawyer,Rejected,3.61,159,0,1-4 years,70,11/24/2020,,,,1/14/2021,0,0,1,0,0,1
DamagedGutturalWrasse,Rejected,3.8,164,0,5-9 years,,,,,,,0,0,0,1,0,1
dancingblueberry14,Rejected,3.81,164,0,1-4 years,53,11/7/2020,,,,1/14/2021,0,0,1,0,0,1
dancingnarwhal,Waitlisted,3.83,176,0,1-4 years,72,11/26/2020,,,,3/5/2021,0,0,1,0,0,1
DanRusso628,Rejected,3.84,176,0,1-4 years,,,,,,,0,0,1,0,0,1
DapperUnknownGopher,Rejected,3.4,158,1,0 years (KJD),,,,,,,0,1,0,0,0,0
darbey,Waitlisted,3.89,177,0,?,,,,,,,0,,,,,
dash-dash-dash,"WL, Accepted, Attending",3.73,178,0,5-9 years,,,,,,,1,0,0,1,0,1
DashingAnnoyingDiscus,Rejected,3.7,171,0,1-4 years,23,10/8/2020,10/13/2020,10/14/2020,,1/14/2021,0,0,1,0,0,1
DazzlingChildlikeAngora,Rejected,4.08,177,0,0 years (KJD),,,1/27/2021,,2/18/2021,3/23/2021,0,1,0,0,0,0
DazzlingMarsh,Waitlisted,3.99,173,0,1-4 years,51,11/5/2020,11/30/2020,,,3/12/2021,0,0,1,0,0,1
dcade005,Rejected,3.86,165,1,0 years (KJD),,,,,,,0,1,0,0,0,0
DeanCornBot,Rejected,3.4,179,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
deanzstan,Rejected,3.9,170,0,?,,,,,,,0,,,,,
DebonairDashingZonkey,Rejected,3.07,173,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
decorativepillow,Waitlisted,3.86,171,0,1-4 years,,,,,,,0,0,1,0,0,1
DecorousOcelot,Rejected,3.99,172,0,1-4 years,82,12/6/2020,,12/10/2020,,2/9/2021,0,0,1,0,0,1
DeeDah,Rejected,3.9,170,0,1-4 years,54,11/8/2020,11/16/2020,,,3/15/2021,0,0,1,0,0,1
Deeforthree2425,"WL, Withdrawn",3.98,168,1,1-4 years,,,,,,3/12/2021,0,0,1,0,0,1
Deelswithme,Rejected,3.93,178,0,1-4 years,,,1/8/2021,1/11/2021,,3/16/2021,0,0,1,0,0,1
DefiantPoisedMeerkat,"Accepted, Attending",3.97,165,1,?,,,,,2/24/2021,,1,,,,,
DemonicStupendousUakari,Rejected,3.96,169,0,1-4 years,38,10/23/2020,10/28/2020,,,3/2/2021,0,0,1,0,0,1
Deokbokki,Rejected,3.84,172,0,1-4 years,,,,,,,0,0,1,0,0,1
DepressedScatteredCrocodile,Accepted - FW,3.65,172,0,1-4 years,34,10/19/2020,10/20/2020,,2/25/2021,3/22/2021,1,0,1,0,0,1
DeterminedSubstantialMoth,Waitlisted,3.97,169,1,0 years (KJD),,,12/9/2020,12/9/2020,,3/12/2021,0,1,0,0,0,0
Devnull,Rejected,3.09,167,0,10+ years,7,9/22/2020,9/25/2020,,,1/14/2021,0,0,0,0,1,1
DH1794,Rejected,3.24,158,0,5-9 years,15,9/30/2020,10/15/2020,,,1/14/2021,0,0,0,1,0,1
dhizzy123,"WL, Rejected",3.91,169,0,1-4 years,27,10/12/2020,,,5/20/2021,6/3/2021,0,0,1,0,0,1
dhwldnjs,Rejected,3.81,170,0,1-4 years,51,11/5/2020,11/12/2020,,,1/14/2021,0,0,1,0,0,1
diamondcowgirlmermaid,Rejected,3.8,158,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
DidacticGratefulBordeaux,Rejected,,172,0,0 years (KJD),,,11/12/2020,,,1/14/2021,0,1,0,0,0,0
DifferentNervousCapuchin,Rejected,3.81,173,0,0 years (KJD),,,12/2/2020,,,3/15/2021,0,1,0,0,0,0
DiligentJumbledDormouse,Rejected,4.03,170,0,1-4 years,81,12/5/2020,12/10/2020,,,,0,0,1,0,0,1
DirefulConsciousCichlid,Rejected,4.01,169,0,0 years (KJD),20,10/5/2020,10/7/2020,,,1/14/2021,0,1,0,0,0,0
DirefulLongCoyote,Rejected,3.88,170,0,1-4 years,26,10/11/2020,10/15/2020,,,3/15/2021,0,0,1,0,0,1
DisgustingProudMole,Rejected,3.79,171,0,0 years (KJD),,,,,,2/9/2021,0,1,0,0,0,0
DisillusionedRelievedDevil,Rejected,3.78,176,0,1-4 years,,,,,,,0,0,1,0,0,1
display1919,Rejected,3.72,168,1,?,,,,,,1/14/2021,0,,,,,
DizzyElasticDuck,Rejected,3.91,172,0,0 years (KJD),67,11/21/2020,11/30/2020,,,,0,1,0,0,0,0
